# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-25 09:08:36-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 1465
# Number of entities in query: 1465
# Total number of entities: 22841
# Original total number of entities: 22607
# Entities not in default gene space: 234
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
913	11641	0.157297592946568	6.2171721185408e-12	<0.001	GO:0044424	intracellular part
818	10364	0.145005111006424	1.56840636835378e-10	<0.001	GO:0043226	organelle
898	11579	0.143652081731643	2.88198307337275e-10	<0.001	GO:0005488	binding
768	9682	0.141021041298015	5.07616373964147e-10	<0.001	GO:0043227	membrane-bounded organelle
859	11641	0.143776074309339	6.83678280462933e-10	<0.001	GO:0044424	intracellular part
636	7808	0.142161482997269	9.83972384239199e-10	<0.001	GO:0044763	single-organism cellular process
762	9707	0.131650525528914	6.03789481855604e-09	<0.001	GO:0043229	intracellular organelle
571	6967	0.138157107228813	6.21960356167932e-09	<0.001	GO:0005515	protein binding
700	8836	0.130211514653422	1.14569470183009e-08	<0.001	GO:0043231	intracellular membrane-bounded organelle
600	7808	0.134724911245112	1.42172072931449e-08	<0.001	GO:0044763	single-organism cellular process
539	6967	0.131633992901078	5.98517326016611e-08	<0.001	GO:0005515	protein binding
461	5568	0.132350064093657	1.4418235048354e-07	<0.001	GO:0005737	cytoplasm
430	5149	0.134441136849018	1.77847392231893e-07	<0.001	GO:0003824	catalytic activity
477	5814	0.128299155493188	2.44299258625804e-07	<0.001	GO:0044444	cytoplasmic part
613	7746	0.118815181003142	3.09511407639579e-07	<0.001	GO:0008152	metabolic process
438	5568	0.130787890097864	3.65419481163401e-07	0.001	GO:0005737	cytoplasm
545	6791	0.121079128580601	3.93823261095207e-07	<0.001	GO:0044238	primary metabolic process
561	7029	0.119057775398886	4.95693862179815e-07	<0.001	GO:0071704	organic substance metabolic process
198	2108	0.176487481822796	6.89661643395559e-07	<0.001	GO:0044765	single-organism transport
283	3382	0.150377065707908	7.04644963861305e-07	0.003	GO:0048522	positive regulation of cellular process
753	10364	0.112117605864928	1.01553218667408e-06	0.004	GO:0043226	organelle
710	9707	0.111910862428523	1.13692774225444e-06	0.006	GO:0043229	intracellular organelle
348	4325	0.134881830688233	1.25014954803865e-06	0.007	GO:0031323	regulation of cellular metabolic process
526	6585	0.116024005840505	1.37161979954838e-06	0.001	GO:0044237	cellular metabolic process
450	5814	0.121944760699824	1.55596807363284e-06	0.009	GO:0044444	cytoplasmic part
309	3794	0.13789668195307	2.16944946115362e-06	0.009	GO:0048518	positive regulation of biological process
167	1758	0.179247044172677	2.93221165654414e-06	0.003	GO:0006464	cellular protein modification process
167	1758	0.179247044172677	2.93221165654414e-06	0.003	GO:0036211	protein modification process
256	2924	0.144567499284607	4.04654689270622e-06	0.006	GO:0019538	protein metabolic process
220	2454	0.153963281721731	4.50845003426346e-06	0.007	GO:0043168	anion binding
825	11579	0.104834459378	4.78157638678146e-06	0.011	GO:0005488	binding
320	3794	0.129688748359995	5.31953568924856e-06	0.008	GO:0048518	positive regulation of biological process
