# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-25 09:31:05-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 1494
# Number of entities in query: 1494
# Total number of entities: 22814
# Original total number of entities: 22607
# Entities not in default gene space: 207
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
623	7808	0.148423247581494	3.05415411826162e-10	<0.001	GO:0044763	single-organism cellular process
129	1241	0.236212122974597	9.72196773304987e-08	<0.001	GO:0009653	anatomical structure morphogenesis
222	2432	0.179453754988896	1.23664809052317e-07	<0.001	GO:0048583	regulation of response to stimulus
598	7746	0.121745404995031	2.29585596595176e-07	<0.001	GO:0008152	metabolic process
548	7029	0.122799756377094	3.1100693443059e-07	<0.001	GO:0071704	organic substance metabolic process
515	6585	0.121283848454254	6.38073896748167e-07	0.004	GO:0044237	cellular metabolic process
529	6791	0.120147660740622	6.70773042605406e-07	0.005	GO:0044238	primary metabolic process
313	3724	0.143941904904815	7.11708873976331e-07	0.005	GO:0044767	single-organism developmental process
324	3923	0.135101584275716	2.15938337445644e-06	0.01	GO:0032502	developmental process
340	4165	0.129961331297238	3.27022756511979e-06	0.011	GO:0080090	regulation of primary metabolic process
128	1327	0.197953592331035	5.6352488803764e-06	0.017	GO:0006357	regulation of transcription from RNA polymerase II promoter
264	3141	0.13917206609146	6.75965389405289e-06	0.022	GO:0009889	regulation of biosynthetic process
261	3100	0.139827882987056	6.79370301000975e-06	0.027	GO:0031326	regulation of cellular biosynthetic process
129	1347	0.194402601208899	7.36746470507499e-06	0.027	GO:0031328	positive regulation of cellular biosynthetic process
282	3411	0.131730259757603	1.11860035200042e-05	0.038	GO:0071840	cellular component organization or biogenesis
324	4001	0.123875343492603	1.21149490590965e-05	0.04	GO:0006807	nitrogen compound metabolic process
300	3667	0.127499843892706	1.26653173045771e-05	0.04	GO:0034641	cellular nitrogen compound metabolic process
346	4325	0.118830390620919	1.61123412989882e-05	0.048	GO:0031323	regulation of cellular metabolic process
